,Age,BirthDate,BirthPlace,Cabin,Destination,Embarked,FirstName,Job,LastName,MaritalStatus,Nationality,Pclass,Relationships,Residence,Sex,Ticket,Title,UrlId,Survived
317,30,1882,"Southampton, Hampshire, England",,,Southampton,William Denton,Third class steward,Cox,Single,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/william-denton-cox.html,0.0
318,58,1853-08-27,"St. Pancras, Middlesex, England",,"
Destination:       
      Merrill, Wisconsin, United States
",Southampton,Daniel,Dealer,Coxon,Single,English,3rd Class Passenger,[],"London, England",Male,"
Ticket No. 364500, £7  5s ",Mr,/titanic-victim/daniel-coxon.html,0.0
319,27,1885,"Thetford, Norfolk, England",,,,Francis Ernest George,Junior Assistant 3rd. Engineer,Coy,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/francis-ernest-george-coy.html,0.0
320,23,1889-03-16,"Lambeth, London, England",,,Southampton,Henry James,Trimmer,Crabb,Single,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/h-crabb.html,0.0
321,20,1892-04-10,"Cleveland, Ohio, United States",,"
Destination:       
      Cleveland, Ohio, United States
",Southampton,Ernest James,Tinsmith,Crease,,American,3rd Class Passenger,['/titanic-victim/edward-roland-stanley.html'],"Bristol, England",Male,"
Ticket No. 3464, £8  3s  2d",Mr,/titanic-victim/ernest-james-crease.html,0.0
322,58,1853-04-20,,,,Southampton,John Bertram,Businessman,Crafton,,American,1st Class Passenger,[],"Roachdale, Indiana, United States",Male,"
Ticket No. 113791, £26  11s ",Mr,/titanic-victim/john-bertram-crafton.html,0.0
323,45,1867,"Falmouth, Cornwall, England",,,,Henry Philip,Deck Engineer,Creese,Married,English,Engineering Crew,[],"Woolston, Hampshire, England",Male,,Mr,/titanic-victim/henry-philip-creese.html,0.0
324,43,1868-04-27,"Adelaide, South Australia, Australia",,"
Destination:       
      Newark, New Jersey, United States
",Southampton,John Hatfield,Butler,Cribb,,Australian,3rd Class Passenger,['/titanic-survivor/laura-may-cribb.html'],"Bournemouth, Hampshire, England",Male,"
Ticket No. 371362, £16  2s ",Mr,/titanic-victim/john-hatfield-cribb.html,0.0
325,39,1872-05-18,"Woolwich, London, England",,,,Albert Hector,Saloon Steward,Crisp,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/albert-hector-crisp.html,0.0
326,33,1878-11-28,"New Brighton, Cheshire, England",,,Southampton,William,Glory Hole Steward,Crispin,Married,English,Victualling Crew,[],"Eastleigh, Hampshire, England",Male,,Mr,/titanic-victim/william-crispin.html,0.0
327,45,1867,"Croydon, London, England",,,Southampton,John Borthwick,Turkish Bath Attendant,Crosbie,Married,English,Victualling Crew,[],"London, England",Male,,Mr,/titanic-victim/john-borthwick-crosbie.html,0.0
328,70,1842-02-18,"Rochester, New York, United States","
Cabin No.: B22",,Southampton,Edward Gifford,,Crosby,,American,1st Class Passenger,['/titanic-survivor/catherine-elizabeth-crosby.html'],"Milwaukee, Wisconsin, United States",Male,"
Ticket No. 5735, £71 ",Captain,/titanic-victim/edward-gifford-crosby.html,0.0
329,44,1868,"Southampton, Hampshire, England",,,Southampton,William Alfred,Fireman,Cross,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/w-cross.html,0.0
330,16,1895-09-19,"Turin, Italy",,,Southampton,Paolo Luigi,Assistant Waiter,Crovella,Single,Italian,Restaurant Staff,[],"Southampton, Hampshire, England",Male,,Sig.,/titanic-victim/luigi-louis-crovella.html,0.0
331,35,1877-02-12,"Southsea, Hampshire, England",,,,Charles George Chandler,Bed Room Steward,Crumplin,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/charles-crumplin.html,0.0
332,17,1895,,,"
Destination:       
      Hammond, Indiana, United States
",Southampton,Jeso,,Čulumović,Single,Croatian,3rd Class Passenger,[],"Lipova Glavica, Croatia",Male,"
Ticket No. 315090, £8  13s  3d",Mr,/titanic-victim/jeso-culumovic.html,0.0
333,35,1877,"Liverpool, Merseyside, England",,,Southampton,Bernard,Fireman,Cunningham,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/b-cunningham.html,0.0
334,39,1872-09-26,"Boston, Massachusetts, United States","
Cabin No.: C85",,Cherbourg,John Bradley,,Cumings,,American,1st Class Passenger,[],"New York City, New York, United States",Male,"
Ticket No. 17599, £71  5s  8d",Mr,/titanic-victim/john-bradley-cumings.html,0.0
335,21,1890-11-25,"Belfast, Ireland",,,,Alfred Fleming,Fitter,Cunningham,Single,Irish,2nd Class Passenger,"['/titanic-victim/william-campbell.html', '/titanic-victim/frank-parkes.html']","Belfast, Ireland",Male,"
Ticket No. 239853",Mr,/titanic-victim/alfred-fleming-cunningham.html,0.0
336,28,1884,,,"
Destination:       
      Youngstown, Ohio, United States
",Cherbourg,Ṭannūs,,Dāhir,,Syrian,3rd Class Passenger,['/titanic-victim/tannous-thomas-tannous.html'],,Male,"
Ticket No. 2686, £7  4s  7d",Mr,/titanic-victim/tannous-daher.html,0.0
337,26,1885-12-16,"Farnham, Surrey, England",,,Southampton,Arthur,Fireman,Curtis,Single,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/arthur-curtis.html,0.0
338,22,1890-02-05,"Västerhaninge, Sweden",,"
Destination:       
      Chicago, Illinois, United States
",Southampton,Gerda Ulrika,,Dahlberg,Single,Swedish,3rd Class Passenger,['/titanic-survivor/olga-elida-lundin.html'],"Västerhaninge, Sweden",Female,"
Ticket No. 7552, £10  10s  4d",Miss,/titanic-victim/gerda-ulrika-dahlberg.html,0.0
339,19,1893,,,,Southampton,Branko,General Labourer,Dakić,,Austrian,3rd Class Passenger,[],,Male,"
Ticket No. 349228, £10  3s  5d",Mr,/titanic-victim/branko-dakic.html,0.0
340,28,1884-03-10,,,"
Destination:       
      Stanton, Iowa, United States
",Southampton,Anna Sigrid Maria,,Danbom,Married,Swedish,3rd Class Passenger,['/titanic-survivor/anna-sofia-nysten.html'],"Göteborg, Västergötland, Sweden",Female,"
Ticket No. 347080, £14  8s ",Mrs,/titanic-victim/anna-sigrid-maria-danbom.html,0.0
341,"



  4m






    ",1911-11-16,,,"
Destination:       
      Stanton, Iowa, United States
",Southampton,Gilbert Sigvard Emanuel,,Danbom,,Swedish,3rd Class Passenger,[],"Göteborg, Västergötland, Sweden",Male,"
Ticket No. 347080, £14  8s ",Master,/titanic-victim/gilbert-sigvard-emanuel-danbom.html,0.0
342,18,1894,"London, England",,,Southampton,William George,Saloon Steward (2nd class),Dashwood,Single,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/william-george-dashwood.html,0.0
343,34,1877-10-26,,,"
Destination:       
      Stanton, Iowa, United States
",Southampton,Ernst Gilbert,General Labourer,Danbom,,American,3rd Class Passenger,['/titanic-survivor/anna-sofia-nysten.html'],"Göteborg, Västergötland, Sweden",Male,"
Ticket No. 347080, £14  8s ",Mr,/titanic-victim/ernst-gilbert-danbom.html,0.0
344,31,1880-05-17,,"
Cabin No.: B71",,Cherbourg,Thornton,,Davidson,,Canadian,1st Class Passenger,['/titanic-survivor/orian-davidson.html'],"Montréal, Québéc, Canada",Male,"
Ticket No. 12750, £52 ",Mr,/titanic-victim/thornton-davidson.html,0.0
345,26,1886,"Cardiff, Glamorgan, Wales",,,,Robert J.,Saloon Steward,Davies,,Welsh,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/robert-davies.html,0.0
346,17,1895-03-25,"West Bromwich, West Midlands, England",,"
Destination:       
      Pontiac, Michigan, United States
",Southampton,Joseph,Ironworker,Davies,Single,English,3rd Class Passenger,[],"West Bromwich, West Midlands, England",Male,"
Ticket No. 48873, £8  1s ",Mr,/titanic-victim/joseph-davies.html,0.0
347,33,1879,"Liverpool, Merseyside, England",,,Southampton,Thomas,Leading Fireman,Davies,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/thomas-davies.html,0.0
348,24,1888,"Sedgley, Staffordshire, England",,"
Destination:       
      Pontiac, Michigan, United States
",Southampton,Alfred James,Caster,Davies,Married,English,3rd Class Passenger,"['/titanic-victim/john-davies.html', '/titanic-victim/james-lester.html']","West Bromwich, West Midlands, England",Male,"
Ticket No. 48871, £24  3s ",Mr,/titanic-victim/alfred-davies.html,0.0
349,32,1879-05-06,"Liverpool, Merseyside, England",,,,Gordon Raleigh,1st Class Bedroom Steward,Davies,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/gordon-raleigh-davies.html,0.0
350,19,1893,"Bramshaw, Hampshire, England",,"
Destination:       
      Eden, Manitoba, Canada
",Southampton,Charles Henry,,Davies,,English,2nd Class Passenger,"['/titanic-victim/percy-deacon.html', '/titanic-victim/william-dibden.html', '/titanic-victim/leonard-hickman.html', '/titanic-victim/lewis-hickman.html', '/titanic-victim/stanley-hickman.html', '/titanic-victim/ambrose-hood.html']","Lyndhurst, Hampshire, England",Male,"
Ticket No. 14879, £73  10s ",Mr,/titanic-victim/charles-henry-davies.html,0.0
351,22,1890,"Sedgley, Staffordshire, England",,"
Destination:       
      Pontiac, Michigan, United States
",Southampton,John,Ironworker,Davies,,English,3rd Class Passenger,"['/titanic-victim/alfred-davies.html', '/titanic-victim/james-lester.html']","West Bromwich, West Midlands, England",Male,"
Ticket No. 48871, £24  3s ",Mr,/titanic-victim/john-davies.html,0.0
352,22,1890,"Pontardawe, Glamorgan, Wales",,,Southampton,Evan Lewis,Miner,Davies,Single,Welsh,3rd Class Passenger,[],"Pontardawe, Glamorgan, Wales",Male,"
Ticket No. 23568, £8  1s ",Mr,/titanic-victim/evan-davies.html,0.0
353,27,August 1884,"Gosport, Hampshire, England",,,,John,Extra 2nd Baker,Davis,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/john-davis.html,0.0
354,39,1873-03-20,"Hull, Yorkshire, England",,,Southampton,Stephen James,Able Seaman,Davis,Married,English,Deck Crew,[],"Landport, Hampshire, England",Male,,Mr,/titanic-victim/stephen-james-davis.html,0.0
355,32,1880-02-27,"Chippenham, Wiltshire, England",,"
Destination:       
      Bedford, Ohio, United States
",Southampton,Thomas Henry,Blacksmith,Davison,Married,English,3rd Class Passenger,['/titanic-survivor/mary-davison.html'],"Liverpool, Merseyside, England",Male,"
Ticket No. 386525, £16  2s ",Mr,/titanic-victim/thomas-henry-davison.html,0.0
356,20,1892,"Milan, Italy",,,Southampton,Govanni,Assistant Waiter,De marsico,,Italian,Restaurant Staff,[],"London, England",Male,,Sig.,/titanic-victim/govanni-de-marsico.html,0.0
357,23,September 1888,"Dublin, Ireland",,,Southampton,Joseph,Trimmer,Dawson,Single,Irish,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/joseph-dawson.html,0.0
358,16,1895-08-29,,,"
Destination:       
      Gladstone, Michigan, United States
",Southampton,Alfons,Farm Labourer,De pelsmaeker,,Belgian,3rd Class Passenger,[],"Heldergem, Oost-Vlaanderen, Belgium",Male,"
Ticket No. 345778, £9  10s ",Mr,/titanic-victim/alfons-de-pelsmaeker.html,0.0
359,17,1894-09-24,"Fordingbridge, Hampshire, England",,"
Destination:       
      Eden, Manitoba, Canada
",Southampton,Percy William,Baker,Deacon,Single,English,2nd Class Passenger,"['/titanic-victim/charles-henry-davies.html', '/titanic-victim/william-dibden.html', '/titanic-victim/leonard-hickman.html', '/titanic-victim/lewis-hickman.html', '/titanic-victim/stanley-hickman.html', '/titanic-victim/ambrose-hood.html']","Lyndhurst, Hampshire, England",Male,"
Ticket No. 14879, £73  10s ",Mr,/titanic-victim/percy-deacon.html,0.0
360,25,1886-06-30,,,"
Destination:       
      Wichita, Kansas, United States
",Southampton,Bertram Frank,Farmer,Dean,,English,3rd Class Passenger,[],"Bartley Farm, Hampshire, England",Male,"
Ticket No. 2315, £20  11s  6d",Mr,/titanic-victim/bertram-frank-dean.html,0.0
361,19,1892-12-20,"Bridgwater, Somerset, England",,,Southampton,George Fox Hopkins,Assistant Saloon Steward,Dean,,English,Victualling Crew,[],"Shirley, Hampshire, England",Male,,Mr,/titanic-victim/george-dean.html,0.0
362,18,1894-03-06,"Rheims, France",,,Southampton,Maurice Emile Victor,Assistant Waiter,Debreucq,Single,French,Restaurant Staff,[],"London, England",Male,,Mr,/titanic-victim/maurice-emile-victor-debreucq.html,0.0
363,34,1877-12-04,"London, England",,,,Alfred Arnold,Saloon Steward (1st class),Deeble,Single,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/alfred-arnold-deeble.html,0.0
364,29,1883-03-11,"Capannori, Toscana, Italy",,"
Destination:       
      Chicago, Illinois, United States
",Cherbourg,Sebastiano,,Del carlo,Married,Italian,2nd Class Passenger,['/titanic-survivor/argene-del-carlo.html'],"Montecarlo, Toscana, Italy",Male,"
Ticket No. 2167, £27  14s  5d",Mr,/titanic-victim/sebastiano-del-carlo.html,0.0
365,25,1887,,,"
Destination:       
      Harrisburg, Pennsylvania, United States
",Southampton,Redjo,General Labourer,Delalic,,Bosnian,3rd Class Passenger,[],"Batic, Bosnia",Male,"
Ticket No. 349250, £7  17s  11d",Mr,/titanic-victim/redjo-delalic.html,0.0
366,25,1886-04-24,"St. Sampson's, Guernsey, Channel Islands",,"
Destination:       
      Elizabeth, New Jersey, United States
",Southampton,Albert Joseph,Fruit Farmer,Denbuoy,Single,Channel Islander,2nd Class Passenger,"['/titanic-survivor/lillian-bentham.html', '/titanic-victim/clifford-thomas-jefferys.html', '/titanic-victim/ernest-wilfred-jefferys.html', '/titanic-victim/peter-dan-mckane.html']","Guernsey, Guernsey, Channel Islands",Male,"
Ticket No. 31029, £31  10s ",Mr,/titanic-victim/albert-denbuoy.html,0.0
367,30,1882,,,"
Destination:       
      Coon Rapids, Iowa, United States
",Southampton,Mityu,General Labourer,Denkov,,Bulgarian,3rd Class Passenger,[],,Male,"
Ticket No. 349225, £7  17s  11d",Mr,/titanic-victim/mityu-denkov.html,0.0
368,26,1886,,,,Southampton,William,Farmer,Dennis,,English,3rd Class Passenger,[],"Week St. Mary, Cornwall, England",Male,"
Ticket No. 21175, £7  5s ",Mr,/titanic-victim/william-dennis.html,0.0
369,22,1889-06-17,,,,Southampton,Samuel,Farmer,Dennis,,English,3rd Class Passenger,[],"Week St. Mary, Cornwall, England",Male,"
Ticket No. 21172, £7  5s ",Mr,/titanic-victim/samuel-dennis.html,0.0
370,27,1885,,,"
Destination:       
      Chicago, Illinois, United States
",Southampton,Yoto,General Labourer,Denov,,Bulgarian,3rd Class Passenger,[],,Male,"
Ticket No. 349219, £7  17s  11d",Mr,/titanic-victim/yoto-danoff.html,0.0
371,28,1883,"Wotton-under-Edge, Gloucestershire, England",,,,Arthur Henry,Saloon Steward (1st class),Derrett,Single,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/albert-derrett.html,0.0
372,20,1891-08-20,"Paris, France",,,Southampton,Louis Gabriel,Assistant Pastry Cook,Desvernine,,French,Restaurant Staff,[],"London, England",Male,,Mr,/titanic-victim/louis-gabriel-desvernine.html,0.0
373,38,1874,"London, England",,,Southampton,Percival Stainer,Saloon Steward,Deslandes,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/percival-stainer-deslandes.html,0.0
374,18,1893-10-29,"Bramshaw, Hampshire, England",,"
Destination:       
      Eden, Manitoba, Canada
",Southampton,William,General Labourer,Dibden,,English,2nd Class Passenger,"['/titanic-victim/charles-henry-davies.html', '/titanic-victim/percy-deacon.html', '/titanic-victim/leonard-hickman.html', '/titanic-victim/lewis-hickman.html', '/titanic-victim/stanley-hickman.html', '/titanic-victim/ambrose-hood.html']","Lyndhurst, Hampshire, England",Male,"
Ticket No. 14879, £73  10s ",Mr,/titanic-victim/william-dibden.html,0.0
375,29,1883,"Tripoli, Syria",,,Cherbourg,Ilyās,General Labourer,Dībū,Married,Syrian,3rd Class Passenger,[],,Male,"
Ticket No. 2674, £7  4s  6d",Mr,/titanic-victim/dibo-elias.html,0.0
376,42,1870,,,"
Destination:       
      Red Lodge, Montana, United States
",Southampton,Jovan,,Dimić,,Croatian,3rd Class Passenger,[],"Ostrovica, Croatia",Male,"
Ticket No. 315088, £8  13s  3d",Mr,/titanic-victim/jovan-dimic.html,0.0
377,37,1875,"Southampton, Hampshire, England",,,Southampton,William,Trimmer,Dickson,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/william-dickson.html,0.0
378,17,1895,,,"
Destination:       
      Vancouver, British Colombia, Canada
",Southampton,Mirko,,Dika,,Croatian,3rd Class Passenger,[],"Podgorica, Montenegro",Male,"
Ticket No. 349232, £7  17s  11d",Mr,/titanic-victim/mirko-dika.html,0.0
379,49,1863-01-03,"Southampton, Hampshire, England",,,Southampton,James Richard,Saloon Steward (1st class),Dinenage,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/james-richard-dinenage.html,0.0
380,44,1867-08-21,"Westminster, London, England",,,,George Charles,"Second Steward, 1st Class",Dodd,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/george-charles-dodd.html,0.0
381,43,1869,,,"
Destination:       
      Tulsa, United States
",Southampton,Vulcho,,Dinchev,,Bulgarian,3rd Class Passenger,[],,Male,"
Ticket No. 349226, £7  17s  11d",Mr,/titanic-victim/vulcho-dinchev.html,0.0
382,39,1873,"Crewe, Cheshire, England",,,,Edward Charles,Junior 3rd. Engineer,Dodd,Single,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/edward-charles-dodd.html,0.0
383,22,1889-07-27,"Cork, County Cork, Ireland",,"
Destination:       
      New York City, New York, United States
",Queenstown,William John,,Doherty,,Irish,3rd Class Passenger,[],"Cork, County Cork, Ireland",Male,"
Ticket No. 330877, £8  9s  2d",Mr,/titanic-victim/william-john-dougherty.html,0.0
384,26,1885-11-05,"Demerara, Demerara-Mahaica, Guyana",,,Southampton,Henry Watson,Junior Assistant 4th Engineer,Dodds,,Guyanese,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/henry-watson-dodds.html,0.0
385,17,1894-06-30,"Casalmaggiore, Italy",,,Southampton,Italo Francesco,Assistant Waiter,Donati,Single,Italian,Restaurant Staff,[],"London, England",Male,,Sig.,/titanic-victim/italo-francesco-donati.html,0.0
386,38,1873,"Birmingham, England",,,,Joseph,Reception Steward (1st Class),Dolby,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/joseph-dolby.html,0.0
387,31,1880-10-27,"Tiernaboul, County Kerry, Ireland",,,,Florence Thomas,Bed Room Steward,Donoghue,Married,Irish,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/frank-thomas-donoghue.html,0.0
388,21,1891-01-15,"An Com, County Mayo, Ireland",,,Queenstown,Bridget,,Donohoe,Single,Irish,3rd Class Passenger,[],"An Com, County Mayo, Ireland",Female,"
Ticket No. 364856, £7  15s ",Miss,/titanic-victim/bridget-donohoe.html,0.0
389,20,1891-10-16,,,,Southampton,Louis Auguste,Assistant Fish Cook,Dornier,,French,Restaurant Staff,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/louis-auguste-dornier.html,0.0
390,37,1875-04-05,"Patrickswell, County Limerick, Ireland",,"
Destination:       
      New York City, New York, United States
",Queenstown,Patrick,General Labourer,Dooly,Single,Irish,3rd Class Passenger,[],"Patrickswell, County Limerick, Ireland",Male,"
Ticket No. 370376, £7  15s ",Mr,/titanic-victim/patrick-dooley.html,0.0
391,50,1861-04-21,"Waterloo, Iowa, United States","
Cabin No.: C86",,Cherbourg,Walter Donald,,Douglas,,American,1st Class Passenger,['/titanic-survivor/berthe-leroy.html'],"Minneapolis, Minnesota, United States",Male,"
Ticket No. 17761, £106  8s  6d",Mr,/titanic-victim/walter-donald-douglas.html,0.0
392,22,1890,"Bristol, England",,,Southampton,Walter Thomas,Saloon Steward (2nd class),Doughty,Single,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/w-doughty.html,0.0
393,55,1856-12-18,"Southsea, Hampshire, England",,"
Destination:       
      Holley, New York, United States
",Southampton,William Joseph,Quarryman,Douton,Married,English,2nd Class Passenger,"['/titanic-survivor/lillian-bentham.html', '/titanic-victim/peter-dan-mckane.html']","Vale, Guernsey, Channel Islands",Male,"
Ticket No. 28403, £26 ",Mr,/titanic-victim/william-joseph-douton.html,0.0
394,27,1885,,,,Southampton,Laurence,Fireman,Doyle,Single,Irish,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/laurence-doyle.html,0.0
395,28,1884,"Bree, County Wexford, Ireland",,"
Destination:       
      New York City, New York, United States
",Queenstown,Elizabeth,,Doyle,Single,Irish,3rd Class Passenger,[],"Bree, County Wexford, Ireland",Female,"
Ticket No. 368702, £7  15s ",Miss,/titanic-victim/elizabeth-doyle.html,0.0
396,42,1869-05-04,"Penryn, Cornwall, England",,"
Destination:       
      Greenport, New York, United States
",Southampton,James Vivian,,Drew,Married,English,2nd Class Passenger,"['/titanic-survivor/lulu-thorne-drew.html', '/titanic-survivor/marshall-brines-drew.html', '/titanic-victim/james-veal.html']","Greenport, New York, United States",Male,"
Ticket No. 28220, £32  10s ",Mr,/titanic-victim/james-vivian-drew.html,0.0
397,33,1879,,,"
Destination:       
      New York City, New York, United States
",Cherbourg,Jozef,General Labourer,Draženović,,Croatian,3rd Class Passenger,[],"Hrastelnica, Croatia",Male,"
Ticket No. 349241, £7  17s  11d",Mr,/titanic-victim/jozef-drazenovic.html,0.0
398,36,1875-10-08,"Castlebar, County Mayo, Ireland",,,,William Luke,Writer / Engineer's Clerk,Duffy,Married,Irish,Engineering Crew,[],"Itchen, Hampshire, England",Male,,Mr,/titanic-victim/william-luke-duffy.html,0.0
399,48,1864,"Lewes, Sussex, England",,,Southampton,William,Hospital Steward,Dunford,,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/william-dunford.html,0.0
400,39,1872-12-21,"Philadelphia, Pennsylvania, United States","
Cabin No.: A18",,Cherbourg,William Crothers,,Dulles,,American,1st Class Passenger,[],"Philadelphia, Pennsylvania, United States",Male,"
Ticket No. 17580, £29  14s ",Mr,/titanic-victim/william-crothers-dulles.html,0.0
401,65,January 1847,"Fourmilewater, County Waterford, Ireland",,"
Destination:       
      Morris Plains, New Jersey, United States
",Queenstown,Frank,Fisherman,Dwan,Married,Irish,3rd Class Passenger,[],"Bunmahon, County Waterford, Ireland",Male,"
Ticket No. 336439, £7  15s ",Mr,/titanic-victim/frank-dwan.html,0.0
402,33,1879-01-16,"Hendon, Middlesex, England",,,Southampton,William Henry,Saloon Steward (1st class),Dyer,Married,English,Victualling Crew,[],"Shirley, Hampshire, England",Male,,Mr,/titanic-victim/william-henry-dyer.html,0.0
403,23,1888-12-16,at Sea,,"
Destination:       
      New Haven, Connecticut, United States
",Southampton,Adolf Fredrik,General Labourer,Dyker,Married,Swedish,3rd Class Passenger,['/titanic-survivor/anna-elisabeth-judith-dyker.html'],"New Haven, Connecticut, United States",Male,"
Ticket No. 347072, £13  18s ",Mr,/titanic-victim/adolf-fredrik-dyker.html,0.0
404,24,1887-12-21,"Jhansi, Uttar Pradesh, India",,,,Henry Ryland,Senior Assistant 4th. Engineer,Dyer,Single,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/henry-ryland-dyer.html,0.0
405,27,1884-06-11,"St. Denys, Hampshire, England",,,Southampton,Alfred James Jacob,Trimmer,Eagle,Single,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/a-eagle.html,0.0
406,44,1868,"Millbrook, Hampshire, England",,,Southampton,Charles,Greaser,Eastman,Married,English,Engineering Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/charles-eastman.html,0.0
407,23,1888-04-21,"Deal, Kent, England",,,Southampton,Francis Samuel Jacob,Third class steward,Edbrooke,Single,English,Victualling Crew,[],"Portsmouth, Hampshire, England",Male,,Mr,/titanic-victim/f-edbrooke.html,0.0
408,39,1873,"Southampton, Hampshire, England",,,Southampton,Frederick William,Deck Steward (2nd class),Edge,Married,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/frederick-william-edge.html,0.0
409,23,1889,"Southampton, Hampshire, England",,,Southampton,George Bulkeley,3rd Class Steward,Ede,,English,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/george-ede.html,0.0
410,18,1893-12-17,"Ljungby, Sweden",,"
Destination:       
      Joliet, Illinois, United States
",Southampton,Gustaf Hjalmar,General Labourer,Edvardsson,,Swedish,3rd Class Passenger,['/titanic-victim/ernst-axel-algot-aronsson.html'],"Ljungby, Sweden",Male,"
Ticket No. 349912, £7  15s  6d",Mr,/titanic-victim/gustaf-hjalmar-edvardsson.html,0.0
411,48,1864,"London, England",,,Southampton,William Henry,Third class steward,Egg,Married,English,Victualling Crew,[],"London, England",Male,,Mr,/titanic-victim/w-egg.html,0.0
412,49,1862,"Haverfordwest, Pembrokeshire, Wales",,,Southampton,Charles Essex,Assistant Pantryman Steward (1st Class),Edwards,Married,Welsh,Victualling Crew,[],"Southampton, Hampshire, England",Male,,Mr,/titanic-victim/charles-essex-edwards.html,0.0
413,25,November 1886,"Bellevue, Pennsylvania, United States",,"
Destination:       29 Webb Avenue 
      Detroit, Michigan, United States
",Southampton,George Floyd,,Eitemiller,,American,2nd Class Passenger,[],"London, England",Male,"
Ticket No. 29751, £13 ",Mr,/titanic-victim/george-floyd-eitemiller.html,0.0
414,16,1895-10-30,"Snäflunda, Örebro, Sweden",,"
Destination:       
      Jerome Junction, Arizona, United States
",Southampton,Hans Linus,General Labourer,Eklund,Single,Swedish,3rd Class Passenger,[],"Kårberg, Örebro, Sweden",Male,"
Ticket No. 347074, £7  15s  6d",Mr,/titanic-victim/hans-linus-eklund.html,0.0
415,45,1866-07-29,"Reftele, Jönköping, Sweden",,"
Destination:       
      Effington, South Dakota, United States
",Southampton,Johan,General Labourer,Ekström,Married,Swedish,3rd Class Passenger,[],"Göteborg, Västergötland, Sweden",Male,"
Ticket No. 347061, £6  19s  6d",Mr,/titanic-victim/johan-ekstrom.html,0.0
416,15,1897,,,"
Destination:       
      Ottawa, Ontario, Canada
",Cherbourg,Joseph jr.,General Labourer,Elias,,Syrian,3rd Class Passenger,[],"Kafr Mishki, Syria",Male,"
Ticket No. 2690, £7  4s  7d",Mr,/titanic-victim/joseph-elias.html,0.0
417,39,1873,,,"
Destination:       
      Ottawa, Ontario, Canada
",Cherbourg,Joseph,,Elias,,Syrian,3rd Class Passenger,[],"Kafr Mishki, Syria",Male,"
Ticket No. 2675, £7  4s  7d",Mr,/titanic-victim/elias-joseph-shahin.html,0.0
418,22,1890,,,"
Destination:       
      Ottawa, Ontario, Canada
",Cherbourg,Tannous,General Labourer,Elias nasrallah,,Syrian,3rd Class Passenger,[],"Kafr Mishki, Syria",Male,"
Ticket No. 2695, £7  4s  7d",Mr,/titanic-victim/tannous-elias-nasrallah.html,0.0
419,23,1888-11-15,"Edmonton, London, England",,,Southampton,Everett Edward,Trimmer,Elliott,Single,English,Engineering Crew,[],"Clerkenwell, London, England",Male,,Mr,/titanic-victim/everett-edward-elliott.html,0.0
